(18,15,1,70,65,0)
(17,15,0,71,65,1)
(17,16,1,71,64,0)
(16,15,0,72,65,1)
(17,15,1,71,65,0)
(17,14,0,71,66,1)
(18,14,1,70,66,0)
(18,13,0,70,67,1)
(19,13,1,69,67,0)
(19,12,0,69,68,1)
(20,12,1,68,68,0)
(18,12,0,70,68,1)
(18,13,1,70,67,0)
(17,13,0,71,67,1)
(17,14,1,71,66,0)
(16,14,0,72,66,1)
(16,15,1,72,65,0)
(15,14,0,73,66,1)
(16,14,1,72,66,0)
(16,13,0,72,67,1)
(17,13,1,71,67,0)
(17,12,0,71,68,1)
(18,12,1,70,68,0)
(18,11,0,70,69,1)
(19,11,1,69,69,0)
(17,11,0,71,69,1)
(17,12,1,71,68,0)
(16,12,0,72,68,1)
(16,13,1,72,67,0)
(15,13,0,73,67,1)
(15,14,1,73,66,0)
(14,13,0,74,67,1)
(15,13,1,73,67,0)
(15,12,0,73,68,1)
(16,12,1,72,68,0)
(16,11,0,72,69,1)
(17,11,1,71,69,0)
(17,10,0,71,70,1)
(18,10,1,70,70,0)
(16,10,0,72,70,1)
(16,11,1,72,69,0)
(15,11,0,73,69,1)
(15,12,1,73,68,0)
(14,12,0,74,68,1)
(14,13,1,74,67,0)
(13,12,0,75,68,1)
(14,12,1,74,68,0)
(14,11,0,74,69,1)
(15,11,1,73,69,0)
(15,10,0,73,70,1)
(16,10,1,72,70,0)
(16,9,0,72,71,1)
(17,9,1,71,71,0)
(15,9,0,73,71,1)
(15,10,1,73,70,0)
(14,10,0,74,70,1)
(14,11,1,74,69,0)
(13,11,0,75,69,1)
(13,12,1,75,68,0)
(12,11,0,76,69,1)
(13,11,1,75,69,0)
(13,10,0,75,70,1)
(14,10,1,74,70,0)
(14,9,0,74,71,1)
(15,9,1,73,71,0)
(15,8,0,73,72,1)
(16,8,1,72,72,0)
(14,8,0,74,72,1)
(14,9,1,74,71,0)
(13,9,0,75,71,1)
(13,10,1,75,70,0)
(12,10,0,76,70,1)
(12,11,1,76,69,0)
